Qty,Designator,Footprint,Comment,LCSC Part # (optional),Description (optional),
67,"#, +, -, /, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, A, APOS, B, BACKSLASH, BCKSPC, BRAC[, BRAC], C, CAPS, COLON, COMMA, D, DOWN, E, ENTER, ESC, F, FN, G, H, I, J, K, L, LALT, LCTRL, LEFT, LSHIFT, M, MENU, N, O, P, Q, R, RALT, RCTRL, RIGHT, RSHIFT, S, SPACEA, SPACEB, STOP, T, TAB, U, UP, V, W, WIN, X, Y, Z",TACTILE_SWITCH_SMD_5.2MM,MOMENTARY-SWITCH-SPST-SMD-5.2MM,C318888,Momentary Switch (Pushbutton) - SPST,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
